Row,ContributorID,Name,Role,ChapterName,ChapterNumber
39,http://data.globalchange.gov/person/911,"Russo, Edmond J.",Lead Author,Transportation,5
40,http://data.globalchange.gov/person/928,"Kuby, Michael",Lead Author,Transportation,5
41,http://data.globalchange.gov/person/843,"Schwartz, Henry",Convening Lead Author,Transportation,5
42,http://data.globalchange.gov/person/846,"Meyer, Michael",Convening Lead Author,Transportation,5
43,http://data.globalchange.gov/person/921,"Posey, John",Lead Author,Transportation,5
44,http://data.globalchange.gov/person/907,"Burbank, Cynthia J.",Lead Author,Transportation,5
45,http://data.globalchange.gov/person/901,"Rypinski, Arthur",Lead Author,Transportation,5
46,http://data.globalchange.gov/person/906,"Oster, Clinton",Lead Author,Transportation,5
47,http://data.globalchange.gov/person/996,"Marshall, Elizabeth",Lead Author,Agriculture,6
48,http://data.globalchange.gov/person/1005,"Mader, Terry",Lead Author,Agriculture,6
49,http://data.globalchange.gov/person/1003,"Izaurralde, R. Cesar",Lead Author,Agriculture,6
50,http://data.globalchange.gov/person/955,"Hatfield, Jerry",Convening Lead Author,Agriculture,6
51,http://data.globalchange.gov/person/995,"Liverman, Diana",Contributing Author,Agriculture,6
52,http://data.globalchange.gov/person/1004,"Grotjahn, Richard",Lead Author,Agriculture,6
53,http://data.globalchange.gov/person/1002,"Holden, Patrick",Lead Author,Agriculture,6
54,http://data.globalchange.gov/person/954,"Takle, Gene",Convening Lead Author,Agriculture,6
55,http://data.globalchange.gov/person/902,"Sohngen, Brent",Lead Author,Forests,7
56,http://data.globalchange.gov/person/905,"Woodall, Christopher",Lead Author,Forests,7
57,http://data.globalchange.gov/person/936,"Sampson, R. Neil",Lead Author,Forests,7
58,http://data.globalchange.gov/person/942,"Malmsheimer, Robert",Lead Author,Forests,7
59,http://data.globalchange.gov/person/849,"Running, Steven",Convening Lead Author,Forests,7
60,http://data.globalchange.gov/person/908,"Breshears, David",Lead Author,Forests,7
61,http://data.globalchange.gov/person/845,"Joyce, Linda",Convening Lead Author,Forests,7
62,http://data.globalchange.gov/person/951,"Dale, Virginia H.",Lead Author,Forests,7
63,http://data.globalchange.gov/person/966,"Tallis, Heather",Lead Author,"Ecosystems, Biodiversity, and Ecosystem Services",8
64,http://data.globalchange.gov/person/980,"Mack, Michelle",Lead Author,"Ecosystems, Biodiversity, and Ecosystem Services",8
65,http://data.globalchange.gov/person/972,"Lawler, Joshua",Lead Author,"Ecosystems, Biodiversity, and Ecosystem Services",8
66,http://data.globalchange.gov/person/9269,"Carter, Shawn L.",Lead Author,"Ecosystems, Biodiversity, and Ecosystem Services",8
67,http://data.globalchange.gov/person/993,"Matzek, Virginia",Lead Author,"Ecosystems, Biodiversity, and Ecosystem Services",8
68,http://data.globalchange.gov/person/892,"Kareiva, Peter",Convening Lead Author,"Ecosystems, Biodiversity, and Ecosystem Services",8
69,http://data.globalchange.gov/person/8040,"Groffman, Peter M.",Convening Lead Author,"Ecosystems, Biodiversity, and Ecosystem Services",8
70,http://data.globalchange.gov/person/874,"Grimm, Nancy B.",Lead Author,"Ecosystems, Biodiversity, and Ecosystem Services",8
71,http://data.globalchange.gov/person/913,"Maibach, Edward",Contributing Author,Human Health,9
72,http://data.globalchange.gov/person/924,"Backer, Lorraine",Contributing Author,Human Health,9
73,http://data.globalchange.gov/person/903,"Beard, Charles",Contributing Author,Human Health,9
74,http://data.globalchange.gov/person/916,"Frumkin, Howard",Lead Author,Human Health,9
75,http://data.globalchange.gov/person/914,"Zielinski-Gutiérrez, Emily",Contributing Author,Human Health,9
76,http://data.globalchange.gov/person/3438,"Ebi, Kristie L.",Contributing Author,Human Health,9
77,http://data.globalchange.gov/person/932,"Sheats, Nicky",Lead Author,Human Health,9
78,http://data.globalchange.gov/person/923,"Ziska, Lewis",Contributing Author,Human Health,9
79,http://data.globalchange.gov/person/929,"McGeehin, Michael",Lead Author,Human Health,9
80,http://data.globalchange.gov/person/925,"Hayden, Mary",Lead Author,Human Health,9
81,http://data.globalchange.gov/person/940,"Ostfeld, Richard",Contributing Author,Human Health,9
82,http://data.globalchange.gov/person/917,"Hess, Jeremy",Lead Author,Human Health,9
83,http://data.globalchange.gov/person/904,"Wiedinmyer, Christine",Contributing Author,Human Health,9
84,http://data.globalchange.gov/person/8541,"Luber, George C.",Convening Lead Author,Human Health,9
85,http://data.globalchange.gov/person/920,"Balbus, John",Lead Author,Human Health,9
86,http://data.globalchange.gov/person/844,"Knowlton, Kim",Convening Lead Author,Human Health,9
87,http://data.globalchange.gov/person/877,"Harriss, Robert",Lead Author,"Energy, Water, and Land Use",10
88,http://data.globalchange.gov/person/882,"Tidwell, Vincent",Lead Author,"Energy, Water, and Land Use",10
89,http://data.globalchange.gov/person/831,"Hibbard, Kathy",Convening Lead Author,"Energy, Water, and Land Use",10
90,http://data.globalchange.gov/person/834,"Wilson, Tom",Convening Lead Author,"Energy, Water, and Land Use",10
91,http://data.globalchange.gov/person/880,"Newmark, Robin",Lead Author,"Energy, Water, and Land Use",10
92,http://data.globalchange.gov/person/866,"Averyt, Kristen",Lead Author,"Energy, Water, and Land Use",10
93,http://data.globalchange.gov/person/859,"Shevliakova, Elena",Lead Author,"Energy, Water, and Land Use",10
94,http://data.globalchange.gov/person/881,"Rose, Steven",Lead Author,"Energy, Water, and Land Use",10
95,http://data.globalchange.gov/person/930,"Fragkias, Michail",Lead Author,"Urban Systems, Infrastructure, and Vulnerability",11
96,http://data.globalchange.gov/person/851,"Solecki, William",Convening Lead Author,"Urban Systems, Infrastructure, and Vulnerability",11
97,http://data.globalchange.gov/person/931,"Bragado, Nancy",Lead Author,"Urban Systems, Infrastructure, and Vulnerability",11
98,http://data.globalchange.gov/person/950,"Wilbanks, Thomas J.",Lead Author,"Urban Systems, Infrastructure, and Vulnerability",11
99,http://data.globalchange.gov/person/927,"Ruth, Matthias",Lead Author,"Urban Systems, Infrastructure, and Vulnerability",11
100,http://data.globalchange.gov/person/919,"Carmin, JoAnn",Lead Author,"Urban Systems, Infrastructure, and Vulnerability",11
101,http://data.globalchange.gov/person/850,"Cutter, Susan L.",Convening Lead Author,"Urban Systems, Infrastructure, and Vulnerability",11
102,http://data.globalchange.gov/person/897,"Bennett, T.M. Bull",Convening Lead Author,"Indigenous Peoples, Lands, and Resources",12
103,http://data.globalchange.gov/person/1045,"Cozzetto, Karen",Contributing Author,"Indigenous Peoples, Lands, and Resources",12
104,http://data.globalchange.gov/person/965,"Voggesser, Garrit",Lead Author,"Indigenous Peoples, Lands, and Resources",12
105,http://data.globalchange.gov/person/958,"Gough, Bob",Lead Author,"Indigenous Peoples, Lands, and Resources",12
106,http://data.globalchange.gov/person/974,"Lynn, Kathy",Lead Author,"Indigenous Peoples, Lands, and Resources",12
107,http://data.globalchange.gov/person/1018,"Cochran, Patricia",Lead Author,"Indigenous Peoples, Lands, and Resources",12
108,http://data.globalchange.gov/person/891,"Maynard, Nancy G.",Convening Lead Author,"Indigenous Peoples, Lands, and Resources",12
109,http://data.globalchange.gov/person/1044,"Maldonado, Julie",Lead Author,"Indigenous Peoples, Lands, and Resources",12
110,http://data.globalchange.gov/person/991,"Wotkyns, Susan",Lead Author,"Indigenous Peoples, Lands, and Resources",12
111,http://data.globalchange.gov/person/838,"Polsky, Colin",Convening Lead Author,Land Use and Land Cover Change,13
112,http://data.globalchange.gov/person/935,"Bolstad, Paul",Lead Author,Land Use and Land Cover Change,13
113,http://data.globalchange.gov/person/943,"Kroh, Roger",Lead Author,Land Use and Land Cover Change,13
114,http://data.globalchange.gov/person/839,"Brown, Daniel G.",Convening Lead Author,Land Use and Land Cover Change,13
115,http://data.globalchange.gov/person/949,"Loveland, Thomas R.",Lead Author,Land Use and Land Cover Change,13
116,http://data.globalchange.gov/person/944,"Brody, Samuel",Lead Author,Land Use and Land Cover Change,13
117,http://data.globalchange.gov/person/899,"Thomson, Allison",Lead Author,Land Use and Land Cover Change,13
118,http://data.globalchange.gov/person/909,"Hulse, David",Lead Author,Land Use and Land Cover Change,13
119,http://data.globalchange.gov/person/828,"Hales, David",Convening Lead Author,Rural Communities,14
120,http://data.globalchange.gov/person/870,"Morton, Lois Wright",Lead Author,Rural Communities,14
121,http://data.globalchange.gov/person/857,"McGranahan, David",Lead Author,Rural Communities,14
122,http://data.globalchange.gov/person/835,"Hohenstein, William",Convening Lead Author,Rural Communities,14
123,http://data.globalchange.gov/person/872,"Bidwell, Marcie D.",Lead Author,Rural Communities,14
124,http://data.globalchange.gov/person/865,"Molnar, Joseph",Lead Author,Rural Communities,14
125,http://data.globalchange.gov/person/856,"Landry, Craig",Lead Author,Rural Communities,14
126,http://data.globalchange.gov/person/864,"Jadin, Jenna",Contributing Author,Rural Communities,14
127,http://data.globalchange.gov/person/871,"Vasquez, Marcela",Lead Author,Rural Communities,14
128,http://data.globalchange.gov/person/854,"Law, Beverly",Lead Author,Biogeochemical Cycles,15
129,http://data.globalchange.gov/person/852,"Townsend, Alan",Lead Author,Biogeochemical Cycles,15
130,http://data.globalchange.gov/person/829,"Galloway, James",Convening Lead Author,Biogeochemical Cycles,15
131,http://data.globalchange.gov/person/876,"Thornton, Peter E.",Lead Author,Biogeochemical Cycles,15
132,http://data.globalchange.gov/person/874,"Grimm, Nancy B.",Lead Author,Biogeochemical Cycles,15
133,http://data.globalchange.gov/person/836,"Schlesinger, William H.",Convening Lead Author,Biogeochemical Cycles,15
134,http://data.globalchange.gov/person/878,"Jackson, Robert B.",Lead Author,Biogeochemical Cycles,15
135,http://data.globalchange.gov/person/855,"Clark, Christopher M.",Lead Author,Biogeochemical Cycles,15
136,http://data.globalchange.gov/person/1046,"Martin, Rebecca",Contributing Author,Biogeochemical Cycles,15
137,http://data.globalchange.gov/person/927,"Ruth, Matthias",Lead Author,Northeast,16
138,http://data.globalchange.gov/person/941,"Kates, Robert",Lead Author,Northeast,16
139,http://data.globalchange.gov/person/912,"Sussman, Edna",Lead Author,Northeast,16
140,http://data.globalchange.gov/person/3042,"Wolfe, David W.",Lead Author,Northeast,16
141,http://data.globalchange.gov/person/952,"Easterling, William",Lead Author,Northeast,16
142,http://data.globalchange.gov/person/840,"Yohe, Gary",Convening Lead Author,Northeast,16
143,http://data.globalchange.gov/person/898,"Whelchel, Adam",Lead Author,Northeast,16
144,http://data.globalchange.gov/person/848,"Horton, Radley",Convening Lead Author,Northeast,16
145,http://data.globalchange.gov/person/1047,"Lipschultz, Fredric",Contributing Author,Northeast,16
146,http://data.globalchange.gov/person/883,"Burkett, Virginia",Lead Author,Southeast and the Caribbean,17
147,http://data.globalchange.gov/person/858,"Wear, David",Lead Author,Southeast and the Caribbean,17
148,http://data.globalchange.gov/person/830,"Jones, James W.",Convening Lead Author,Southeast and the Caribbean,17
149,http://data.globalchange.gov/person/1011,"Murley, James F.",Lead Author,Southeast and the Caribbean,17
150,http://data.globalchange.gov/person/863,"Obeysekera, Jayantha",Lead Author,Southeast and the Caribbean,17
151,http://data.globalchange.gov/person/832,"Carter, Lynne M.",Convening Lead Author,Southeast and the Caribbean,17
152,http://data.globalchange.gov/person/868,"Berry, Leonard",Lead Author,Southeast and the Caribbean,17
153,http://data.globalchange.gov/person/875,"Schramm, Paul",Lead Author,Southeast and the Caribbean,17
154,http://data.globalchange.gov/person/821,"Pryor, Sara C.",Convening Lead Author,Midwest,18
155,http://data.globalchange.gov/person/825,"Iverson, Louis",Lead Author,Midwest,18
156,http://data.globalchange.gov/person/822,"Downer, Charles",Lead Author,Midwest,18
157,http://data.globalchange.gov/person/820,"Scavia, Donald",Convening Lead Author,Midwest,18
158,http://data.globalchange.gov/person/823,"Robertson, G. Philip",Lead Author,Midwest,18
159,http://data.globalchange.gov/person/827,"Nordstrom, Rolf",Lead Author,Midwest,18
160,http://data.globalchange.gov/person/826,"Gaden, Marc",Lead Author,Midwest,18
161,http://data.globalchange.gov/person/824,"Patz, Jonathan",Lead Author,Midwest,18
162,http://data.globalchange.gov/person/963,"Kluck, Doug",Lead Author,Great Plains,19
163,http://data.globalchange.gov/person/890,"Shafer, Mark",Convening Lead Author,Great Plains,19
164,http://data.globalchange.gov/person/973,"Sherman, Kathleen",Lead Author,Great Plains,19
165,http://data.globalchange.gov/person/970,"Antle, John M.",Lead Author,Great Plains,19
166,http://data.globalchange.gov/person/2867,"Scanlon, Bridget",Lead Author,Great Plains,19
167,http://data.globalchange.gov/person/884,"Ojima, Dennis",Convening Lead Author,Great Plains,19
168,http://data.globalchange.gov/person/985,"McPherson, Renee A.",Lead Author,Great Plains,19
169,http://data.globalchange.gov/person/988,"Petersen, Alexander Sascha",Lead Author,Great Plains,19
170,http://data.globalchange.gov/person/948,"Piechota, Thomas",Lead Author,Southwest,20
171,http://data.globalchange.gov/person/900,"Comrie, Andrew",Lead Author,Southwest,20
172,http://data.globalchange.gov/person/937,"Waskom, Reagan",Lead Author,Southwest,20
173,http://data.globalchange.gov/person/934,"Gonzalez, Patrick",Lead Author,Southwest,20
174,http://data.globalchange.gov/person/1010,"Franco, Guido",Convening Lead Author,Southwest,20
175,http://data.globalchange.gov/person/842,"Garfin, Gregg",Convening Lead Author,Southwest,20
176,http://data.globalchange.gov/person/915,"Blanco, Hilda",Lead Author,Southwest,20
177,http://data.globalchange.gov/person/938,"Smyth, Rebecca",Lead Author,Southwest,20
178,http://data.globalchange.gov/person/837,"Snover, Amy K.",Convening Lead Author,Northwest,21
179,http://data.globalchange.gov/person/918,"Littell, Jeremy",Lead Author,Northwest,21
180,http://data.globalchange.gov/person/933,"Glick, Patricia",Lead Author,Northwest,21
181,http://data.globalchange.gov/person/947,"Capalbo, Susan",Lead Author,Northwest,21
182,http://data.globalchange.gov/person/847,"Mote, Philip W.",Convening Lead Author,Northwest,21
183,http://data.globalchange.gov/person/946,"Reeder, Spencer",Lead Author,Northwest,21
184,http://data.globalchange.gov/person/945,"Eigenbrode, Sanford D.",Lead Author,Northwest,21
185,http://data.globalchange.gov/person/939,"Raymondi, Richard",Lead Author,Northwest,21
186,http://data.globalchange.gov/person/981,"McCammon, Molly",Lead Author,Alaska,22
187,http://data.globalchange.gov/person/977,"Serreze, Mark",Lead Author,Alaska,22
188,http://data.globalchange.gov/person/960,"Markon, Carl",Lead Author,Alaska,22
189,http://data.globalchange.gov/person/957,"McGuire, A. David",Lead Author,Alaska,22
190,http://data.globalchange.gov/person/894,"Trainor, Sarah F.",Convening Lead Author,Alaska,22
191,http://data.globalchange.gov/person/885,"Chapin III, F. Stuart",Convening Lead Author,Alaska,22
192,http://data.globalchange.gov/person/967,"Huntington, Henry",Lead Author,Alaska,22
193,http://data.globalchange.gov/person/1018,"Cochran, Patricia",Lead Author,Alaska,22
194,http://data.globalchange.gov/person/976,"Merrifield, Mark",Lead Author,Hawai'i and U.S. Affiliated Pacific Islands,23
195,http://data.globalchange.gov/person/1048,"Campbell, John",Contributing Author,Hawai'i and U.S. Affiliated Pacific Islands,23
196,http://data.globalchange.gov/person/964,"Shea, Eileen",Lead Author,Hawai'i and U.S. Affiliated Pacific Islands,23
197,http://data.globalchange.gov/person/983,"Lefale, Penehuro",Contributing Author,Hawai'i and U.S. Affiliated Pacific Islands,23
198,http://data.globalchange.gov/person/1050,"Wang, Bin",Contributing Author,Hawai'i and U.S. Affiliated Pacific Islands,23
199,http://data.globalchange.gov/person/969,"Polovina, Jeffrey",Lead Author,Hawai'i and U.S. Affiliated Pacific Islands,23
200,http://data.globalchange.gov/person/1049,"Loope, Lloyd",Contributing Author,Hawai'i and U.S. Affiliated Pacific Islands,23
201,http://data.globalchange.gov/person/961,"Spooner, Deanna",Contributing Author,Hawai'i and U.S. Affiliated Pacific Islands,23
202,http://data.globalchange.gov/person/978,"Burkett, Maxine",Contributing Author,Hawai'i and U.S. Affiliated Pacific Islands,23
203,http://data.globalchange.gov/person/1047,"Lipschultz, Fredric",Contributing Author,Hawai'i and U.S. Affiliated Pacific Islands,23
204,http://data.globalchange.gov/person/888,"Marra, John J.",Convening Lead Author,Hawai'i and U.S. Affiliated Pacific Islands,23
205,http://data.globalchange.gov/person/992,"Giambelluca, Thomas",Lead Author,Hawai'i and U.S. Affiliated Pacific Islands,23
206,http://data.globalchange.gov/person/979,"Finucane, Melissa L.",Lead Author,Hawai'i and U.S. Affiliated Pacific Islands,23
207,http://data.globalchange.gov/person/887,"Leong, Jo-Ann",Convening Lead Author,Hawai'i and U.S. Affiliated Pacific Islands,23
208,http://data.globalchange.gov/person/990,"Miller, Stephen E.",Lead Author,Hawai'i and U.S. Affiliated Pacific Islands,23
209,http://data.globalchange.gov/person/999,"Ruckelshaus, Mary",Lead Author,Oceans and Marine Resources,24
210,http://data.globalchange.gov/person/956,"Doney, Scott",Convening Lead Author,Oceans and Marine Resources,24
211,http://data.globalchange.gov/person/1000,"Alexander, Michael",Lead Author,Oceans and Marine Resources,24
212,http://data.globalchange.gov/person/998,"Hofmann, Gretchen",Lead Author,Oceans and Marine Resources,24
213,http://data.globalchange.gov/person/1001,"Orbach, Michael",Lead Author,Oceans and Marine Resources,24
214,http://data.globalchange.gov/person/997,"Chavez, Francisco",Lead Author,Oceans and Marine Resources,24
215,http://data.globalchange.gov/person/953,"Rosenberg, Andrew A.",Convening Lead Author,Oceans and Marine Resources,24
216,http://data.globalchange.gov/person/994,"Harvell, C. Drew",Lead Author,Oceans and Marine Resources,24
217,http://data.globalchange.gov/person/968,"Neumann, James E.",Lead Author,Coastal Zone Development and Ecosystems,25
218,http://data.globalchange.gov/person/982,"Kirshen, Paul",Lead Author,Coastal Zone Development and Ecosystems,25
219,http://data.globalchange.gov/person/896,"Moser, Susanne",Convening Lead Author,Coastal Zone Development and Ecosystems,25
220,http://data.globalchange.gov/person/1011,"Murley, James F.",Lead Author,Coastal Zone Development and Ecosystems,25
221,http://data.globalchange.gov/person/962,"Reed, Denise",Lead Author,Coastal Zone Development and Ecosystems,25
222,http://data.globalchange.gov/person/975,"Petes, Laura",Lead Author,Coastal Zone Development and Ecosystems,25
223,http://data.globalchange.gov/person/984,"Mulvaney, Peter",Lead Author,Coastal Zone Development and Ecosystems,25
224,http://data.globalchange.gov/person/889,"Davidson, Margaret A.",Convening Lead Author,Coastal Zone Development and Ecosystems,25
225,http://data.globalchange.gov/person/2840,"Lempert, Robert J.",Lead Author,"Decision Support: Connecting Science, Risk Perception, and Decisions",26
226,http://data.globalchange.gov/person/853,"Williams, B. Ken",Lead Author,"Decision Support: Connecting Science, Risk Perception, and Decisions",26
227,http://data.globalchange.gov/person/1036,"Cloyd, Emily Therese",Contributing Author,"Decision Support: Connecting Science, Risk Perception, and Decisions",26
228,http://data.globalchange.gov/person/873,"Kenney, Melissa A.",Lead Author,"Decision Support: Connecting Science, Risk Perception, and Decisions",26
229,http://data.globalchange.gov/person/869,"Patton, Lindene",Contributing Author,"Decision Support: Connecting Science, Risk Perception, and Decisions",26
230,http://data.globalchange.gov/person/861,"Boyd, James W.",Contributing Author,"Decision Support: Connecting Science, Risk Perception, and Decisions",26
231,http://data.globalchange.gov/person/867,"Kaatz, Laurna",Contributing Author,"Decision Support: Connecting Science, Risk Perception, and Decisions",26
232,http://data.globalchange.gov/person/862,"Manning, Jay",Lead Author,"Decision Support: Connecting Science, Risk Perception, and Decisions",26
233,http://data.globalchange.gov/person/860,"Kunreuther, Howard",Lead Author,"Decision Support: Connecting Science, Risk Perception, and Decisions",26
234,http://data.globalchange.gov/person/1051,"Scarlett, P. Lynn",Convening Lead Author,"Decision Support: Connecting Science, Risk Perception, and Decisions",26
235,http://data.globalchange.gov/person/833,"Moss, Richard",Convening Lead Author,"Decision Support: Connecting Science, Risk Perception, and Decisions",26
236,http://data.globalchange.gov/person/1057,"Schimel, David",Lead Author,Mitigation,27
237,http://data.globalchange.gov/person/1054,"Birdsey, Richard",Lead Author,Mitigation,27
238,http://data.globalchange.gov/person/1056,"de la Chesnaye, Francisco",Lead Author,Mitigation,27
239,http://data.globalchange.gov/person/1058,"Wing, Ian Sue",Lead Author,Mitigation,27
240,http://data.globalchange.gov/person/1043,"Calvin, Katherine",Lead Author,Mitigation,27
241,http://data.globalchange.gov/person/1052,"Jacoby, Henry D.",Convening Lead Author,Mitigation,27
242,http://data.globalchange.gov/person/1060,"Edmonds, Jae",Contributing Author,Mitigation,27
243,http://data.globalchange.gov/person/1055,"Buizer, James",Lead Author,Mitigation,27
244,http://data.globalchange.gov/person/1062,"West, Jason",Contributing Author,Mitigation,27
245,http://data.globalchange.gov/person/1053,"Janetos, Anthony C.",Convening Lead Author,Mitigation,27
246,http://data.globalchange.gov/person/1059,"Detchon, Reid",Contributing Author,Mitigation,27
247,http://data.globalchange.gov/person/1061,"Russell, Lynn",Contributing Author,Mitigation,27
248,http://data.globalchange.gov/person/1071,"Seyller, Emily",Contributing Author,Adaptation,28
249,http://data.globalchange.gov/person/1070,"Verduzco, Laura",Contributing Author,Adaptation,28
250,http://data.globalchange.gov/person/1066,"Blair, Maria",Lead Author,Adaptation,28
251,http://data.globalchange.gov/person/1065,"Smith, Joel",Convening Lead Author,Adaptation,28
252,http://data.globalchange.gov/person/1064,"Lee, Arthur",Convening Lead Author,Adaptation,28
253,http://data.globalchange.gov/person/1067,"Ruffo, Susan",Lead Author,Adaptation,28
254,http://data.globalchange.gov/person/832,"Carter, Lynne M.",Lead Author,Adaptation,28
255,http://data.globalchange.gov/person/1063,"Bierbaum, Rosina",Convening Lead Author,Adaptation,28
256,http://data.globalchange.gov/person/885,"Chapin III, F. Stuart",Lead Author,Adaptation,28
257,http://data.globalchange.gov/person/1069,"Stults, Missy",Contributing Author,Adaptation,28
258,http://data.globalchange.gov/person/1068,"McNeeley, Shannon",Contributing Author,Adaptation,28
259,http://data.globalchange.gov/person/1007,"Fleming, Paul",Lead Author,Adaptation,28
260,http://data.globalchange.gov/person/1072,"Mearns, Linda O.",Lead Author,Research Needs for Climate and Global Change Assessments,29
261,http://data.globalchange.gov/person/1025,"Kunkel, Kenneth",Lead Author,Research Needs for Climate and Global Change Assessments,29
262,http://data.globalchange.gov/person/1039,"Melillo, Jerry",Lead Author,Research Needs for Climate and Global Change Assessments,29
263,http://data.globalchange.gov/person/995,"Liverman, Diana",Convening Lead Author,Research Needs for Climate and Global Change Assessments,29
264,http://data.globalchange.gov/person/1041,"Corell, Robert W.",Convening Lead Author,Research Needs for Climate and Global Change Assessments,29
265,http://data.globalchange.gov/person/3438,"Ebi, Kristie L.",Lead Author,Research Needs for Climate and Global Change Assessments,29
266,http://data.globalchange.gov/person/1035,"Dow, Kirstin",Lead Author,Research Needs for Climate and Global Change Assessments,29
267,http://data.globalchange.gov/person/1073,"Hall, John A.",Convening Lead Author,Sustained Assessment: A New Vision for Future U.S. Assessments,30
268,http://data.globalchange.gov/person/1074,"Holland, Brian",Lead Author,Sustained Assessment: A New Vision for Future U.S. Assessments,30
269,http://data.globalchange.gov/person/1066,"Blair, Maria",Convening Lead Author,Sustained Assessment: A New Vision for Future U.S. Assessments,30
270,http://data.globalchange.gov/person/1055,"Buizer, James",Lead Author,Sustained Assessment: A New Vision for Future U.S. Assessments,30
271,http://data.globalchange.gov/person/896,"Moser, Susanne",Lead Author,Sustained Assessment: A New Vision for Future U.S. Assessments,30
272,http://data.globalchange.gov/person/1042,"Gustafson, David I",Lead Author,Sustained Assessment: A New Vision for Future U.S. Assessments,30
273,http://data.globalchange.gov/person/1075,"Waple, Anne M.",Lead Author,Sustained Assessment: A New Vision for Future U.S. Assessments,30
274,http://data.globalchange.gov/person/840,"Yohe, Gary",Editor,Appendix 1: Report Development Process,31
275,http://data.globalchange.gov/person/1017,"Richmond, Terese (T.C.)",Editor,Appendix 1: Report Development Process,31
276,http://data.globalchange.gov/person/1039,"Melillo, Jerry",Editor,Appendix 1: Report Development Process,31
277,http://data.globalchange.gov/person/840,"Yohe, Gary",Editor,Appendix 2: Information Quality Assurance Process,32
278,http://data.globalchange.gov/person/1039,"Melillo, Jerry",Editor,Appendix 2: Information Quality Assurance Process,32
279,http://data.globalchange.gov/person/1017,"Richmond, Terese (T.C.)",Editor,Appendix 2: Information Quality Assurance Process,32
280,http://data.globalchange.gov/person/1019,"Anderson, David",Contributing Author,Appendix 3: Climate Science Supplement,33
